!,š,100v.5.8
ko8,ħob,45v.6.5
ko8,ħob,56v.4.5
ko89,ħobi,1v.5.7
ko89,ħobi,38v.4.6
ko89,ħobi,46v.2.12
ko89,ħobi,86v6.24.9
ko89,ħobi,107v.25.6
ko8989,ħobibi,26v.9.4
ko8?,ħob?,102v2.labels_top_2.7
ko8C9,ħobθi,105r.31.1
ko8a!\,ħobuš?,108r.1.5
ko8a1c9,ħobuški,90v1.7.7
ko8ae,ħobum,58r.19.1
ko8ae,ħobum,58v.3.1
ko8ae,ħobum,94r.3.1
ko8ae9,ħobumi,34r.9.8
ko8am,ħobuŋg,21v.6.5
ko8am,ħobuŋg,41v.6.1
ko8am,ħobuŋg,51v.5.1
ko8am,ħobuŋg,53v.7.1
ko8am,ħobuŋg,67r2.2nd_ring_1.1
ko8am,ħobuŋg,94v.11.1
ko8am,ħobuŋg,114r.39.1
ko8an,ħoburg,37v.14.1
ko8ay,ħobus,40v.2.1
ko8ayaIe9,ħobusuŋmi,68r2.labels_3.3
ko8d9,ħobtˤi,66r.21.1
ko8h9,ħobci,107r.45.1
ko8oy,ħobos,87v.1.6
ko9,ħoi,19v.8.1
ko9,ħoi,20r.10.8
ko9,ħoi,44r.5.1
koC89,ħoθbi,26v.6.1
koC89,ħoθbi,65v.4.1
koCo819,ħoθobši,68r1.labels_5.5
koCs,ħoθl,68r3.radial_6.1
koGoe,ħodom,37r.1.1
koH9,ħogʰi,87r.12.5
koH9,ħogʰi,96v.5.1
koH9,ħogʰi,112r.26.1
koJcc9,ħodkki,66r.8.1
koK9,ħoji,48r.7.1
koKc9,ħojki,83v.18.1
koae,ħoum,67v2.outer_ring_south_1.1
koam,ħouŋg,96r.3.1
koay,ħous,40r.11.1
koay,ħous,89v2.9.1
koaz59,ħoursši,88v.12.1
kocae1s,ħokumšl,90r2.1.1
koccs,ħokkl,40v.13.1
kocoh9,ħokoci,9r.2.5
kod819,ħotˤbši,86v3.south_1.1
koe,ħom,24r.12.3
koe,ħom,31r.10.1
koe,ħom,34r.12.4
koe,ħom,34v.2.1
koe,ħom,44v.1.8
koe,ħom,44v.3.1
koe,ħom,44v.6.1
koe,ħom,48v.10.1
koe,ħom,51r.9.1
koe,ħom,52r.5.6
koe,ħom,54v.6.1
koe,ħom,54v.12.1
koe,ħom,58v.1.1
koe,ħom,58v.34.1
koe,ħom,67v2.outer_ring_north_1.1
koe,ħom,68v3.3.9
koe,ħom,68v3.outer_ring.44
koe,ħom,70r2.10.4
koe,ħom,75v.20.9
koe,ħom,78r.11.6
koe,ħom,80v.9.3
koe,ħom,80v.15.6
koe,ħom,80v.35.1
koe,ħom,83r.26.4
koe,ħom,84r.2.1
koe,ħom,86v4.3.1
koe,ħom,86v5.31.1
koe,ħom,rose.seast_center_3.1
koe,ħom,rose.seast_center_5.1
koe,ħom,89r2.3.1
koe,ħom,90r1.4.1
koe,ħom,90r1.6.1
koe,ħom,90v2.7.6
koe,ħom,96r.5.4
koe,ħom,99r.7.1
koe,ħom,104r.10.1
koe,ħom,107v.5.1
koe,ħom,113r.26.1
koe,ħom,115v.13.7
koe 17 ay,ħom šf us,77r.2.1
koe 1ox9,ħom šosi,21r.4.6
koe han,ħom curg,80r.31.1
koe ohcc89,ħom ockkbi,84v.33.7
koe%osoy,ħomšolos,107r.16.1
koe18,ħomšb,100v.labels_1.1
koe18 am,ħomšb uŋg,39r.12.1
koe1c79,ħomškfi,76v.35.5
koe1c89,ħomškbi,66r.25.5
koe1oy,ħomšos,101v2-v1.1.1
koe29,ħomši,20v.3.7
koe2c9,ħomški,46v.10.1
koe2c9,ħomški,108v.34.1
koe2coe,ħomškom,82v.16.1
koe2coy,ħomškos,75v.12.1
koe39,ħomši,84v.18.1
koe7am,ħomfuŋg,67r2.3rd_ring.6
koe8,ħomb,18v.1.1
koe829,ħombši,21v.1.1
koe89,ħombi,9v.4.6
koe89,ħombi,43r.11.4
koe8ae,ħombum,77v.33.1
koe9,ħomi,73v.outer_ring.21
koeC2ae,ħomθšum,58r.8.1
koean,ħomurg,58v.20.1
koeaz,ħomurs,58v.12.7
koeg19,ħomhši,114r.11.8
koeh179,ħomcšfi,43v.6.1
koehC9,ħomcθi,99r.13.1
koehCo8am,ħomcθobuŋg,88v.14.1
koehamy,ħomcuŋgs,15r.8.2
koehan,ħomcurg,48v.5.9
koehc9,ħomcki,79v.23.1
koehcoe,ħomckom,48r.4.1
koej1*,ħomhšn,rose.seast_center_8.4
koekcc89 1o cjan,ħomħkkbi šo khurg,95v1.1.1
koeo$,ħomol,106v.32.1
koeoe,ħomom,18v.8.1
koeoy,ħomos,38r.1.1
koesas9,ħomluli,99r.label_bottom.1
koh9,ħoci,113v.8.11
kohan,ħocurg,116r.7.8
kohay,ħocus,33v.4.1
kohay,ħocus,48v.8.10
kohay9,ħocusi,113v.25.1
kohoe,ħocom,82v.1.1
kojam,ħohuŋg,104v.35.9
kok19,ħoħši,21r.10.1
kokoe,ħoħom,116r.7.10
kom,ħoŋg,9r.3.1
kom,ħoŋg,37r.8.1
kom,ħoŋg,102v1.7.1
kooy,ħoos,1v.10.1
kooy,ħoos,rose.swest_ring.20
kop,ħon,37v.10.5
kos,ħol,rose.nwest_ring.2
kos,ħol,87r.6.1
kos,ħol,88v.16.3
kos,ħol,89r2.6.1
koy,ħos,15v.7.8
koy,ħos,36r.2.9
koy,ħos,40r.6.1
koy,ħos,47r.10.4
koy,ħos,48v.9.1
koy,ħos,54r.4.1
koy,ħos,54r.10.1
koy,ħos,58v.11.3
koy,ħos,80r.28.5
koy,ħos,84r.4.1
koy,ħos,89v1.6.1
koy,ħos,90r1.2.2
koy,ħos,93r.6.1
koy,ħos,95r2.4.3
koy,ħos,96r.1.1
koy,ħos,102r2.4.1
koy,ħos,111v.37.8
koy oae8ay,ħos oumbus,105v.29.2
koy19,ħosši,4v.7.1
koy19,ħosši,13r.8.3
koy1c9,ħosški,58r.6.1
koy3oy,ħosšos,13r.1.1
koyan,ħosurg,79r.1.1
koyoe5t89,ħosomšlbi,80r.30.1
koyoy,ħosos,16r.10.1
koyoy,ħosos,86v6.38.4
kÁ,ħug,11v.4.8
l9,ɣi,47r.7.8
l9,ɣi,51r.8.3
l9,ɣi,68v3.t_map_3.6
l9,ɣi,89r1.5.9
lc9,ɣki,70r2.4.4
m,ŋg,116r.12.2
n,rg,116r.10.2
o,o,14v.7.6
o,o,17r.9.3
o,o,21r.1.2
o,o,21r.1.4
o,o,22r.3.3
o,o,27v.4.7
o,o,28v.2.9
o,o,28v.4.4
o,o,32v.1.5
o,o,33v.10.5
o,o,35r.10.1
o,o,38v.8.1
o,o,39r.15.6
o,o,44r.6.4
o,o,47v.10.3
o,o,48r.6.9
o,o,49v.2.1
o,o,49v.10.1
o,o,49v.17.1
o,o,53v.9.1
o,o,54r.9.1
o,o,54r.12.3
o,o,55r.10.6
o,o,57v.outer_ring.7
o,o,57v.outer_ring.16
o,o,57v.outer_ring.43
o,o,57v.outer_ring.47
o,o,57v.2nd_ring.1
o,o,57v.2nd_ring.18
o,o,57v.2nd_ring.35
o,o,57v.3rd_ring.5
o,o,57v.3rd_ring.9
o,o,57v.4th_ring.1
o,o,57v.4th_ring.19
o,o,58r.7.9
o,o,66r.glyph_column.2
o,o,66r.glyph_column.7
o,o,66r.glyph_column.18
o,o,66r.glyph_column.26
o,o,66r.glyph_column.31
o,o,67r1.outer_ring.20
o,o,67v2.radial_south.1
o,o,69r.center.2
o,o,69v.outer_ring.37
o,o,70r1.1st_ring.8
o,o,71r.3rd_ring.24
o,o,72r1.outer_ring.8
o,o,72r1.center_ring.5
o,o,72r1.center_ring.6
o,o,72r2.outer_ring.19
o,o,72r3.outer_ring.22
o,o,72r3.3rd_ring.3
o,o,72r3.4th_ring.11
o,o,73v.center_ring.5
o,o,75v.right_side.4
o,o,76r.left_text.5
o,o,76r.28.13
o,o,78v.6.2
o,o,79r.23.9
o,o,79v.24.2
o,o,84r.15.7
o,o,86v5.28.2
o,o,rose.swest_labels_2.4
o,o,rose.seast_ring.5
o,o,rose.neast_ring.25
o,o,rose.neast_center_2.9
o,o,rose.center_ring_2.3
o,o,89r2.13.13
o,o,99r.12.10
o,o,99r.14.3
o,o,99v.6.3
o,o,101r1-r2.2.8
o,o,101v2-v1.2.4
o,o,102v2.3.3
o,o,102v2.11.5
o,o,104v.7.1
o,o,104v.7.8
o,o,105r.29.1
o,o,105v.9.13
o,o,105v.33.5
o,o,107r.49.1
o,o,108r.30.4
o,o,108v.5.7
o,o,108v.10.6
o,o,108v.29.3
o,o,111r.8.2
o,o,111v.5.2
o,o,111v.18.10
o,o,111v.38.2
o,o,112r.9.5
o,o,112v.6.3
o,o,113v.46.1
o,o,114v.39.3
o,o,115r.21.2
o,o,115v.38.7
o,o,116r.46.9
o +,o š,3v.12.1
o 1C89,o šθbi,106r.16.6
o 1oy,o šos,112r.25.3
o 2Co,o šθo,114v.27.1
o 4o,o ño,83v.26.5
o 4oe,o ñom,83r.7.5
o 4ohC9,o ñocθi,103v.31.5
o 4okCae,o ñoħθum,70v2.5th_ring.9
o 89,o bi,79r.35.6
o 8EcC9,o bʃkθi,67v1.center_14.2
o 8ae,o bum,4r.10.1
o 8ae,o bum,105r.16.4
o 8ae,o bum,106v.34.8
o 8am,o buŋg,99v.16.5
o 8an,o burg,79r.28.4
o 8ay,o bus,108v.24.7
o 9 ko 98,o i ħo ib,53r.8.8
o Ae aes,o k'm uml,108r.42.10
o Hc89,o gʰkbi,108r.9.12
o Hc9,o gʰki,31v.10.8
o K9,o ji,104r.12.8
o K9,o ji,112r.15.3
o Kc79,o jkfi,104r.3.2
o aZ,o uŋs,105v.38.2
o aZ,o uŋs,114v.17.3
o ae16*,o umšbn,68v2.5.8
o am,o uŋg,67r1.1.8
o am,o uŋg,102v1.7.8
o an,o urg,93r.23.1
o an,o urg,107v.39.4
o an,o urg,111r.45.1
o ay,o us,104r.2.1
o ay,o us,112r.2.2
o ayay,o usus,106v.27.6
o az,o urs,104r.40.3
o az,o urs,105v.1.2
o c1c79,o kškfi,115r.1.7
o chC9,o kcθi,95r1.3.2
o co ay,o ko us,105v.28.1
o d8 an,o tˤb urg,108v.6.1
o e,o m,102v2.3.6
o e,o m,111r.5.3
o e,o m,116r.39.7
o e 1C8ay,o m šθbus,103r.26.5
o e am,o m uŋg,50r.1.7
o e1c9,o mški,102r2.15.7
o eam,o muŋg,rose.west_ring.31
o h1 8ap,o cš bun,106r.15.9
o h1c9,o cški,1r.22.5
o h1o1oy,o cšošos,37r.10.2
o hC9,o cθi,67v1.center_8.3
o hC9,o cθi,79r.31.5
o haM,o curŋg,113v.30.10
o hae,o cum,8r.18.4
o hae,o cum,107v.37.2
o ham,o cuŋg,76r.10.5
o ham,o cuŋg,113r.50.9
o ham,o cuŋg,113v.17.5
o ham,o cuŋg,114r.37.5
o ham,o cuŋg,114v.37.7
o han,o curg,107v.39.1
o han,o curg,111v.8.6
o han,o curg,112v.40.9
o hay,o cus,82v.17.9
o hay,o cus,111r.21.2
o hcc9,o ckki,106r.11.11
o hd69,o ctˤbi,79v.32.7
o hd89,o ctˤbi,104v.43.5
o hd9,o ctˤi,112r.45.3
o ho89,o cobi,112r.5.2
o ho8an oe,o coburg om,rose.neast_ring.9
o hoy,o cos,38r.5.1
o k9 eoy,o ħi mos,79v.23.5
o oy,o os,114r.2.7
o s,o l,53r.9.4
o s am,o l uŋg,106v.21.4
o y,o s,104v.33.7
o y,o s,105r.2.8
o y,o s,106r.3.5
o y am,o s uŋg,106v.8.1
o y an,o s urg,102v2.17.4
o$am,oluŋg,113r.5.2
o&9,obi,58r.29.13
o&9,obi,75v.5.6
o&ap,obun,101v2-v1.2.6
o(29,oiši,30v.8.1
o(tm)c79,oilŋg)kfi,46r.11.5
o*,on,85r2.quad_1_5.9
o*,on,113r.4.12
o*,on,116r.25.13
o*op,onon,112r.39.9
o+Ch9,ošθci,116r.4.3
o17ay,ošfus,rose.neast_center_2.7
o189,ošbi,24v.15.4
o19,oši,1v.2.4
o19,oši,6v.16.1
o19,oši,25v.6.3
o19,oši,70v1.outer_ring.28
o19,oši,89v1.11.9
o1C9,ošθi,103r.6.1
o1ae9,ošumi,58r.19.10
o1am,ošuŋg,20r.13.1
o1ay,ošus,85r2.center_ring.2
o1c79,oškfi,43v.8.2
o1c79,oškfi,85r2.center_ring.4
o1c79,oškfi,114v.12.1
o1c8(,oškbi,105r.4.8
o1c89,oškbi,76v.8.2
o1c89,oškbi,84v.labels_bottom_right.6
o1c89,oškbi,86v3.east_3.4
o1c89,oškbi,107v.3.9
o1c8ae,oškbum,114r.4.10
o1c8an,oškburg,114v.15.1
o1c8ay,oškbus,81r.17.7
o1c9,oški,5r.2.1
o1c9,oški,34r.13.3
o1c9,oški,56v.3.1
o1c9,oški,68v3.spiral_8.1
o1c9,oški,71v.outer_ring.16
o1c9,oški,72r3.4th_ring.8
o1c9,oški,108v.34.2
o1c9,oški,111r.10.5
o1can,oškurg,75v.7.1
o1cc(,oškki,108r.12.5
o1cc9,oškki,79v.32.4
o1ch9,oškci,68v3.spiral_4.4
o1cjaean,oškhumurg,67v2.radial_north.2
o1co,oško,102v2.2.1
o1co8am,oškobuŋg,93r.26.1
o1coVc9,oškožki,104r.16.1
o1coe,oškom,68v3.spiral_6.1
o1coe,oškom,83r.32.1
o1coy,oškos,112v.8.1
o1cs,oškl,70r2.3rd_ring.1
o1h1Ay,ošcšk's,14r.4.1
o1o,ošo,8r.7.5
o1o e#o8,ošo mšob,20r.7.1
o1o79,ošofi,4v.14.1
o1o89,ošobi,86v6.2.1
o1o8ayc,ošobusk,67v1.outer_ring.13
o1o9h,ošoic,69v.radial_1.1
o1oK9,ošoji,9r.9.1
o1oam,ošouŋg,20r.10.1
o1oe,ošom,20r.4.1
o1oe,ošom,49r.15.1
o1oe,ošom,67r2.2nd_ring_7.3
o1oe,ošom,72r1.2nd_ring.1
o1oe,ošom,93r.15.1
o1oe89,ošombi,25r.1.7
o1oe9,ošomi,6v.19.1
o1ohcc9,ošockki,49v.12.2
o1oih9,ošorci,53v.6.1
o1os,ošol,3v.10.1
o1os,ošol,112v.11.8
o1oy,ošos,3r.3.1
o1oy,ošos,35r.15.1
o1oy,ošos,36v.2.7
o1oy,ošos,49v.9.2
o1oy9,ošosi,68r2.labels_2.3
o21c9,ošški,68r3.outer_ring.14
o29kcc7,ošiħkkf,81v.10.2
o2Ay,ošk's,58v.39.1
o2C79,ošθfi,81r.18.1
o2C9,ošθi,67v1.center_6.1
o2C9,ošθi,86v3.west_5.1
o2KA,ošjk',37v.21.1
o2am,ošuŋg,16r.6.1
o2c89,oškbi,81v.25.1
o2c9,oški,67r1.2nd_ring.32
o2c9,oški,79v.33.7
o2c9,oški,84v.20.1
o2c9,oški,103r.34.3
o2c9,oški,103v.36.4
o2c9,oški,114r.41.1
o2cjoes,oškhoml,76v.16.8
o2co,oško,71v.outer_ring.1
o2coe,oškom,113v.39.1
o2coham,oškocuŋg,89v1.7.1
o2csae,ošklum,102r2.labels_jars.4
o2o,ošo,21v.5.1
o2o*,ošon,72v3.2nd_ring.4
o2o8a89,ošobubi,72r1.2nd_ring.3
o2oe,ošom,51r.8.1
o2oy,ošos,18r.7.1
o2so8am,ošlobuŋg,114v.19.1
o48,oñb,44r.7.2
o4o Coe,oño θom,99v.12.3
o4oAy,oñok's,53r.6.2
o4oH9,oñogʰi,104r.41.9
o4oco s an,oñoko l urg,114r.41.9
o4ohan,oñocurg,75r.21.1
o4ohan,oñocurg,77v.17.4
o4ohan,oñocurg,116r.46.1
o4ohap,oñocun,rose.nwest_ring.27
o4ohco e,oñocko m,86v4.1.5
o4okAy,oñoħk's,10r.10.1
o4okae9,oñoħumi,58r.32.1
o4okam,oñoħuŋg,106v.45.6
o4okoM,oñoħorŋg,114r.41.8
o4om,oñoŋg,103v.18.3
o579,ošfi,39v.1.12
o5S9,oškli,72v2.2nd_ring.7
o5c89,oškbi,103v.14.7
o6aeay,obumus,58r.29.1
o6ay,obus,86v6.20.9
o6coy,obkos,100r.7.4
o72C89,ofšθbi,rose.center_ring_1.7
o79,ofi,34v.11.2
o79,ofi,48r.3.5
o79,ofi,55v.4.8
o79,ofi,70v2.2nd_ring.3
o79,ofi,95r2.5.3
o79,ofi,101v2-v1.8.18
o7C89,ofθbi,112v.11.3
o7ae,ofum,rose.west_ring.25
o7ae,ofum,rose.north_ring.28
o7ae9,ofumi,95r2.6.11
o7aiy,ofurs,57r.9.1
o7am,ofuŋg,17v.3.2
o7am,ofuŋg,29v.3.5
o7am,ofuŋg,58r.18.5
o7am,ofuŋg,89v2.11.7
o7am,ofuŋg,89v1.8.2
o7am,ofuŋg,105r.34.5
o7am,ofuŋg,107v.39.8
o7an,ofurg,114v.3.3
o7ay,ofus,105r.20.9
o7az,ofurs,69v.outer_ring.33
o7cc79,ofkkfi,rose.west_center.7
o7cc8,ofkkb,68r3.outer_ring.11
o7ccs,ofkkl,73v.2nd_ring.3
o7e,ofm,105v.20.11
o7e,ofm,106v.24.8
o7oy,ofos,53r.6.4
o7oy,ofos,89v2.10.7
o8,ob,6r.10.6
o8,ob,35v.13.3
o8,ob,48r.5.11
o8,ob,49r.18.3
o8,ob,rose.north_ring.2
o8,ob,115r.3.4
o8+1oe,obššom,58r.31.1
o81Cs,obšθl,24v.3.2
o81am,obšuŋg,22r.12.1
o81c89,obškbi,75v.10.1
o81c9,obški,79v.27.1
o81cK9,obškji,68r1.labels_1.2
o81o,obšo,49r.21.1
o82c,obšk,6r.10.5
o82co,obško,86v4.outer_ring.5
o89,obi,4v.12.7
o89,obi,10r.4.9
o89,obi,16r.2.5
o89,obi,33r.3.9
o89,obi,34r.3.10
o89,obi,39v.2.12
o89,obi,40r.10.9
o89,obi,43r.3.5
o89,obi,43r.10.3
o89,obi,43v.3.11
o89,obi,47v.5.4
o89,obi,51v.4.6
o89,obi,53r.3.3
o89,obi,55v.5.5
o89,obi,65v.2.4
o89,obi,69v.2nd_ring.29
o89,obi,70r2.4th_ring.21
o89,obi,79r.44.1
o89,obi,81r.24.2
o89,obi,86v6.21.12
o89,obi,86v6.24.5
o89,obi,86v5.14.4
o89,obi,86v5.18.8
o89,obi,86v5.23.11
o89,obi,rose.south_ring.15
o89,obi,rose.north_label_1.2
o89,obi,93r.7.3
o89,obi,95r1.3.4
o89,obi,95v1.12.4
o89,obi,101v2-v1.1.5
o89,obi,102r2.14.8
o89,obi,104r.17.10
o89,obi,106v.33.2
o89,obi,108r.10.11
o89,obi,112r.20.11
o898,obib,14v.7.4
o89s,obil,46r.6.8
o89s,obil,112r.3.8
o8Ay,obk's,94r.2.4
o8C 8am,obθ buŋg,85r1.4.1
o8C(,obθi,105r.3.3
o8C89,obθbi,43r.13.3
o8C9,obθi,42v.15.5
o8C?C9,obθ?θi,102v2.5.3
o8Cc9,obθki,103r.44.1
o8Cm,obθŋg,105r.28.8
o8a,obu,rose.swest_center.4
o8a&,obub,105v.10.16
o8a89,obubi,72v1.2nd_ring.17
o8aIe,obuŋm,42v.4.6
o8aIy,obuŋs,20r.2.4
o8aM,oburŋg,6v.2.6
o8aM,oburŋg,26v.7.7
o8aM,oburŋg,67r2.2nd_ring_3.1
o8aM,oburŋg,67r2.2nd_ring_12.5
o8aM,oburŋg,85r1.14.12
o8aM,oburŋg,86v6.15.8
o8aN,obug,32v.7.10
o8aN,obug,42r.21.7
o8aQ,obun,50r.3.10
o8aY,obus,55r.8.5
o8aZ,obuŋs,26r.1.2
o8aZ,obuŋs,114r.33.9
o8ae,obum,39r.9.3
o8ae,obum,45v.8.2
o8ae,obum,48r.3.10
o8ae,obum,67r2.2nd_ring_8.7
o8ae,obum,72v1.2nd_ring.15
o8ae,obum,77v.1.4
o8ae,obum,rose.center_ring_1.17
o8ae,obum,rose.center_2nd_ring.5
o8ae,obum,89v1.10.3
o8ae,obum,93r.11.4
o8ae,obum,105v.23.2
o8ae,obum,113v.8.6
o8ae 1ae 89,obum šum bi,23r.10.6
o8ae89,obumbi,17v.1.5
o8ae9,obumi,114r.4.4
o8ae989y9,obumibisi,102r2.labels_bottom.2
o8aeae9,obumumi,58r.28.2
o8ai89,oburbi,100v.5.6
o8aiy,oburs,69r.outside_ring.5
o8aiy,oburs,rose.neast_ring.17
o8aiy 1oe,oburs šom,68r2.labels_6.4
o8am,obuŋg,1r.12.4
o8am,obuŋg,3r.20.3
o8am,obuŋg,7r.4.7
o8am,obuŋg,7v.7.3
o8am,obuŋg,9r.1.7
o8am,obuŋg,15r.9.4
o8am,obuŋg,17v.2.5
o8am,obuŋg,17v.20.6
o8am,obuŋg,21v.1.5
o8am,obuŋg,22r.9.1
o8am,obuŋg,22v.4.5
o8am,obuŋg,24r.9.1
o8am,obuŋg,24v.4.5
o8am,obuŋg,38r.4.7
o8am,obuŋg,44v.8.3
o8am,obuŋg,50v.7.2
o8am,obuŋg,51r.8.2
o8am,obuŋg,53v.7.5
o8am,obuŋg,54v.5.1
o8am,obuŋg,55r.4.9
o8am,obuŋg,55r.10.8
o8am,obuŋg,57r.2.11
o8am,obuŋg,58v.21.3
o8am,obuŋg,58v.27.7
o8am,obuŋg,68r2.labels_2.2
o8am,obuŋg,81r.20.5
o8am,obuŋg,86v4.outer_ring.16
o8am,obuŋg,86v6.6.8
o8am,obuŋg,86v6.8.2
o8am,obuŋg,86v5.28.1
o8am,obuŋg,86v5.30.1
o8am,obuŋg,86v5.38.3
o8am,obuŋg,86v3.center_3.5
o8am,obuŋg,rose.swest_ring.5
o8am,obuŋg,rose.south_ring.18
o8am,obuŋg,rose.south_ring.31
o8am,obuŋg,rose.seast_ring.11
o8am,obuŋg,rose.center_ring_1.8
o8am,obuŋg,88v.10.1
o8am,obuŋg,95v1.5.3
o8am,obuŋg,101v2-v1.4.21
o8am,obuŋg,104r.7.3
o8am,obuŋg,104v.3.4
o8am,obuŋg,105r.4.3
o8am,obuŋg,105r.19.9
o8am,obuŋg,105r.29.10
o8am,obuŋg,105v.35.8
o8am,obuŋg,106v.27.2
o8am,obuŋg,106v.42.8
o8am,obuŋg,111r.25.13
o8am,obuŋg,114r.33.7
o8am,obuŋg,114v.39.9
o8am,obuŋg,115v.6.2
o8an,oburg,24r.2.3
o8an,oburg,43r.9.5
o8an,oburg,43r.14.4
o8an,oburg,43v.12.12
o8an,oburg,57r.1.2
o8an,oburg,67r2.3.10
o8an,oburg,85r2.quad_4_5.3
o8an,oburg,95r1.1.9
o8an,oburg,102r2.6.6
o8an,oburg,102v1.13.8
o8an,oburg,104v.40.5
o8an,oburg,106r.22.3
o8an,oburg,107v.33.4
o8an,oburg,107v.36.10
o8an,oburg,107v.47.10
o8an,oburg,116r.45.1
o8ap,obun,6r.5.6
o8ap,obun,26r.4.8
o8ap,obun,67v2.outer_ring_east_2.3
o8aq,obuŋn,24v.16.2
o8ay,obus,1r.6.2
o8ay,obus,26v.3.8
o8ay,obus,32v.2.2
o8ay,obus,52v.14.1
o8ay,obus,67r2.2nd_ring_8.2
o8ay,obus,75r.22.1
o8ay,obus,85r2.outer_ring.17
o8ay,obus,85r2.outer_ring.21
o8ay,obus,86v4.outer_ring.28
o8ay,obus,86v5.27.8
o8ay,obus,87r.4.7
o8ay,obus,93r.8.5
o8ay,obus,96v.1.4
o8ay,obus,101v2-v1.5.12
o8ay,obus,104r.8.7
o8ay,obus,104v.33.10
o8ay,obus,105r.2.11
o8ay,obus,105v.8.12
o8ay,obus,105v.10.12
o8ay,obus,105v.14.8
o8ay,obus,107v.12.8
o8ay,obus,114r.37.1
o8aycc89,obuskkbi,86v4.3rd_ring.7
o8aym,obusŋg,101r1-r2.7.12
o8az,oburs,66r.14.8
o8az,oburs,68v2.radial_4.1
o8az aN,oburs ug,72v3.4th_ring.8
o8aµe9,oburŋmi,23v.1.2
o8c9,obki,102v2.8.2
o8cc79,obkkfi,85r2.outer_ring.1
o8d*,obtˤn,85r1.27.9
o8d9,obtˤi,86v3.north_7.4
o8e,obm,11r.6.1
o8e,obm,rose.west_label_3.3
o8e,obm,104v.37.6
o8eoko,obmoħo,89v2.labels_bottom.3
o8oe,obom,9v.6.1
o8oe,obom,93r.28.2
o8oy,obos,24v.13.4
o8oy,obos,85r1.28.6
o8oy,obos,101r1-r2.10.5
o8oy,obos,101v2-v1.labels_2.9
o8oy,obos,105v.28.4
o8oy9,obosi,89r2.labels_top.1
o8s,obl,17r.2.9
o8y,obs,104r.8.11
o8y,obs,106v.37.11
o8Òo8e,ob?obm,93v.9.1
o9,oi,17v.12.1
o9,oi,68v3.outer_ring.22
o9,oi,105r.4.10
o9,oi,112r.5.9
o9,oi,112v.13.2
o9,oi,114r.35.3
o9 hd9,oi ctˤi,49r.9.1
o9%c9,oiški,83v.29.1
o98ay,oibus,1r.6.6
o9h1oy,oicšos,10r.9.1
o9h59,oicši,14v.7.1
o9hC79,oicθfi,43v.7.3
o9hC9,oicθi,14r.2.1
o9hcc9,oickki,9r.2.1
o9kC89,oiħθbi,73r.4th_ring.4
o9kCc8ay,oiħθkbus,72v3.outer_ring.36
o9ko8aZ,oiħobuŋs,67r1.center.8
o9koy,oiħos,17v.10.1
o9s,oil,90r2.4.10
o?,o?,102v2.labels_middle.5
o?1oe,o?šom,1r.22.7
o?am,o?uŋg,86v4.2nd_ring.2
o?oas,o?oul,rose.neast_center_2.1
oAm,ok'ŋg,29v.9.8
oAm ay ay9,ok'ŋg us usi,72r1.2nd_ring.5
oB,otˤ,14r.12.1
oC"9say \,oθ"ilus ?,106v.30.4
oC1cc89,oθškkbi,114v.39.2
oC89,oθbi,72v2.4th_ring.4
oC89,oθbi,106v.18.8
oC89,oθbi,114r.15.8
oC8am,oθbuŋg,104v.3.10
oC8am,oθbuŋg,114r.30.5
oC9,oθi,72v1.4th_ring.6
oC9,oθi,86v6.34.8
oC9,oθi,102r2.12.7
oC9,oθi,105r.14.9
oCAy,oθk's,102v2.9.6
oCK9,oθji,68r2.1.4
oCae,oθum,104r.14.11
oCae,oθum,112v.43.2
oCam,oθuŋg,102r1.10.10
oCay,oθus,7v.4.2
oCay,oθus,58v.14.5
oCay,oθus,89v2.5.7
oCch9,oθkci,112v.7.2
oCco,oθko,68r2.sun.5
oCcs,oθkl,13r.3.4
oCcs,oθkl,16r.6.3
oCo,oθo,6v.9.1
oCo,oθo,101v2-v1.2.19
oCo89,oθobi,72v1.4th_ring.10
oCo89,oθobi,115r.21.11
oCo9,oθoi,114v.41.2
oCoe9,oθomi,72v1.4th_ring.2
oCoeC9,oθomθi,105r.9.1
oCos,oθol,67r2.3.4
oCos,oθol,114v.9.2
oCoy,oθos,89r2.4.15
oCoy,oθos,101r1-r2.6.17
oCs,oθl,6v.2.1
oCs,oθl,72v1.2nd_ring.13
oCs,oθl,85r1.29.1
oCs,oθl,86v3.south_4.1
oCs,oθl,rose.nwest_ring.24
oCs,oθl,105r.34.8
oCs am,oθl uŋg,72v3.4th_ring.10
oCscay9,oθlkusi,85r1.12.5
oCsoy89,oθlosbi,16r.2.8
oCuoae9,oθħoumi,67v2.radial_east.2
oF89,otbi,86v5.26.7
oG(,odi,114r.8.10
oGae,odum,21r.8.4
oGc9,odki,86v6.20.4
oGoyam,odosuŋg,24v.1.6
oH,ogʰ,53r.6.3
oH8ay,ogʰbus,85r2.quad_2_4.1
oH9,ogʰi,14r.6.5
oH9,ogʰi,39v.12.8
oH9,ogʰi,40v.15.6
oH9,ogʰi,43v.9.4
oH9,ogʰi,55r.13.2
oH9,ogʰi,58v.36.3
oH9,ogʰi,67r2.2nd_ring_11.5
oH9,ogʰi,68r1.labels_4.3
oH9,ogʰi,69v.2nd_ring.11
oH9,ogʰi,89r2.7.5
oH9,ogʰi,102r2.10.9
